Drug_Name,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
DB00142,3.892800161,-1.666446686,3.886093071,0.141179912,-1.796449567,0.526691853,0.584794553,-0.985042579,-0.358969031,-0.155673256,-0.675404895,-0.087335066,0.463875579,0.170246464,-0.356654986,-0.200739285,-0.125107044,-0.274596774,-0.086314281,-0.128287553,0.278495317,-0.299064215,0.306495014,0.043617812,-0.231403346,-0.109160751,-0.001090699,0.00548821,-0.087151419,-0.301310819,-0.059790292,-0.221287166,-0.131073508,-0.27456179,-0.078846533,-0.250055835,-0.221173179,0.066594829,-0.201822767,0.098012998,0.265231484,-0.077510633,-0.127659515,-0.020587889,0.164622645,-0.143901815,-0.040455555,-0.113765555,-0.048573661,-0.158509474
DB00143,2.049379345,-0.143550305,3.123690356,1.21603369,-1.561629341,0.133875246,-0.180433111,-0.732507388,-0.801253009,-0.360582138,0.089546141,0.741641245,0.313590138,0.270875841,-0.087691982,-0.364324815,-0.208406133,-0.40147655,-0.204462059,-0.110460275,-0.13996295,-0.042430864,0.223229059,-0.114917304,-0.051742578,-0.074209281,-0.179422681,0.055408743,-0.098763845,-0.198322484,0.106772855,-0.277865741,-0.009162273,0.064260163,-0.116312626,-0.218190244,-0.169226225,0.172009185,-0.013133389,0.085406176,-0.061034297,0.079079162,-0.087705245,-0.049683309,0.108653079,-0.084247518,-0.028474365,-0.035663384,-0.041253907,-0.052081746
DB00144,-0.086734276,1.465238264,2.930310447,1.859582696,-0.412518104,-0.314215951,-0.162061068,-0.485961718,-0.415575236,0.025958454,0.282814081,0.338807255,-0.01626982,0.289355396,-0.145801201,-0.068274908,0.167430987,0.006714422,0.076581867,-0.175219687,0.052698077,-0.090801863,0.085176587,-0.328326213,-0.186474051,-0.116222889,0.336499187,0.045058137,-0.217890367,-0.152894643,0.182950191,-0.146415226,-0.077433685,-0.042641548,-0.214335467,-0.109605272,0.021677143,-0.035165501,-0.046293581,0.237954509,0.039000674,0.029971712,0.113448725,-0.083974609,0.182507986,0.011333829,0.049842949,0.10523945,-0.131259708,0.031462579
DB00145,6.9317037,-1.796924706,2.704024913,-0.490249019,-1.216281189,0.247663574,0.672941634,-1.183321143,0.115440599,0.196946225,-0.640751445,-0.523445946,0.582537419,0.142966672,-0.650240065,0.407187998,0.059514678,0.328978472,-0.139418592,-0.236805005,0.272899502,-0.074027667,0.114248807,0.232745887,0.01717896,0.305998205,-0.059255825,0.20093226,0.092375968,-0.121921629,-0.268305759,0.009609567,-0.089808325,5.00E-05,0.134527867,0.316277986,0.118802446,0.061095247,0.070988347,0.031709343,-0.015237327,0.072140723,0.028269853,-0.06331507,0.015917167,-0.036990023,-0.08180183,0.071534845,-0.106110055,0.134373014
DB00146,-0.867068343,4.78488799,0.363231632,-0.415350762,-0.005349194,-0.091855528,0.482723118,0.24432024,0.476131136,0.10525584,-0.573883014,-0.101094937,0.095395189,0.197661137,0.163553612,-0.455097932,-0.269013879,-0.20890456,0.336406486,-0.205243668,-0.211159969,-0.432532416,0.23242442,0.191795705,0.225458067,-0.103550373,-0.320818031,-0.030348213,0.078712214,0.123297589,0.01678831,0.232467777,-0.077256313,-0.089385599,-0.132797402,-0.003198727,-0.131766876,0.008109557,0.328890321,-0.095985401,0.129374821,0.004351146,-0.088783721,-0.005838277,0.029797577,0.019705085,-0.083022642,-0.037694276,0.070518105,0.179992086
DB00147,2.171204618,-2.139903447,1.970971223,-0.784477367,0.137694648,0.454219381,-0.294986779,0.537629007,0.33666298,0.318312099,-0.566345994,-0.482455445,-0.568964742,0.015137802,0.165990083,-0.061286988,-0.310523211,0.460123201,0.283324434,-0.097906941,0.058340857,0.013405407,-0.318127353,0.306416718,-0.042904868,-0.211318724,-0.008081215,-0.090532381,0.474329028,-0.059744682,0.142256598,-0.167496527,0.02385234,-0.063372704,0.010645422,-0.036322508,0.080245882,0.102686787,0.079167455,0.036024529,0.162843459,-0.031206819,-0.075558188,-0.081127436,0.110302704,-0.116921671,0.183563259,0.128134425,0.157171457,0.182574213
DB00148,3.629972963,-1.747118621,3.121300948,-0.431459408,-0.318669155,0.106442649,0.500338172,-0.944956929,0.161475804,-0.242612345,-0.438513389,-0.319563344,0.049705921,0.531672171,-0.321757022,0.542055389,-0.165843611,0.143553569,-0.05602037,-0.153082891,0.250001119,0.042534212,0.064908791,0.114468683,-0.200210315,0.023163459,-0.031547117,-0.039763946,0.298155402,-0.035087783,-0.09152577,-0.029898471,0.109703645,-0.227775577,-0.129866886,0.044690462,0.098575457,0.143609534,-0.113470125,0.069076039,0.004813654,-0.122317919,-0.09500612,-0.13193683,-0.080179627,0.076804056,-0.074852389,0.047106675,0.019825375,0.151223787
DB00149,0.79717222,-1.323188447,3.939499847,-0.141134962,0.453839375,0.136993687,0.877439862,-0.598542822,-0.123082286,-0.663643586,-0.876319406,0.393397594,-0.077700513,0.674537618,-0.064082652,0.07118353,0.270856849,0.006873852,0.161339076,-0.00414307,0.676381102,-0.190900645,0.322234161,-0.010720174,-0.161247943,-0.042464551,-0.057839269,-0.183702749,-0.202919762,-0.104156409,-0.041565897,0.048819755,-0.044895728,-0.085267112,0.009887963,-0.027847551,0.056256613,0.112971666,-0.063625461,0.128936759,-0.096312148,0.011821401,0.039472867,-0.096132068,0.115734388,-0.067000846,0.024129029,0.014120194,0.035269919,0.085044714
DB00150,-1.386762703,-3.906969319,0.949189044,-0.303021524,-0.93064875,0.835954697,0.534628823,-0.43557257,0.643218586,-0.22617244,-0.092781021,0.388069724,0.508994331,-0.262775073,-0.22814849,-0.346920366,0.140118261,-0.10534119,0.15015657,-0.166530671,0.665668004,-0.212124939,0.13289853,-0.259184225,-0.116147457,0.012699978,-0.240319179,0.047389616,-0.054224067,-0.251023321,-0.142948181,-0.135906353,0.014996058,-0.105459123,0.142575076,0.040947816,0.002887186,0.074569703,-0.087918522,0.045233301,-0.095599487,-0.289060621,-0.114140029,-0.134039491,0.078018505,-0.169426677,-0.079467951,0.017659255,0.031256604,0.038559911
DB00151,5.834912378,-1.937107617,3.064456145,-0.438158615,-1.204336358,0.384564271,0.882646394,-1.021860812,0.060819121,-0.082791986,-0.942962504,8.34E-05,0.554832704,0.333254134,-0.590055114,0.060044005,0.239337666,0.10873446,0.061514356,-0.047474624,0.518986503,-0.287702538,0.341799897,0.057762841,-0.11907479,0.093792653,0.036500661,0.08401616,-0.045137851,-0.214157325,-0.165648355,-0.092317022,0.001624277,-0.047841189,0.148323812,0.003025479,-0.039267952,0.149540013,-0.412073149,0.077078177,0.090631712,-0.082131903,-0.072589935,-0.088382406,0.203038704,-0.162185127,0.019437682,0.067920813,-0.011547712,0.139843371
DB00152,-1.235675959,-1.054990415,1.958405139,0.399155987,0.487759198,-0.361101466,-1.044988691,0.504735452,-0.021651572,-0.296493485,-0.231788903,-0.050273349,0.319653884,0.288538471,-0.001206704,0.018403434,-0.305379619,0.364915999,0.197837577,-0.461157251,0.215165908,0.055914583,-0.101107551,0.228059936,0.14233189,-0.087375452,-0.12902204,-0.132006085,-0.029055899,-0.039537458,0.371557829,-0.102020569,-0.195160324,0.075561111,-0.074642475,0.049035728,0.066210478,-0.173135236,0.173420029,-0.138978476,-0.087863873,-0.037053769,0.216406309,-0.186152275,0.130386894,0.023128574,0.002644152,-0.084558487,0.171490965,-0.013364752
DB00153,0.478691787,4.75416207,-0.405711918,-0.951524444,0.669827935,0.239263101,0.730997019,0.088649049,0.540676662,0.054968125,-0.645978691,0.142777456,-0.068728598,0.38188389,0.088071584,-0.492696726,0.005179812,-0.387878559,0.452702201,-0.204963112,-0.21780626,-0.416389087,0.166443883,0.09392123,0.33331456,-0.136108661,-0.260208914,-0.040104743,0.214637328,0.022916132,-0.002008214,0.210337315,-0.003639647,-0.095531207,-0.083176568,0.060336146,0.010811941,0.129384028,0.325888132,-0.184781333,0.085401214,0.124767592,-0.022015718,-0.022255789,-0.023214814,0.087899082,-0.07253982,-0.0532561,0.095256509,0.236007627
DB00154,1.508755603,2.606756604,1.730800452,2.499812287,-1.040024945,-0.890301104,-0.481007611,-0.293842757,0.912661986,0.604662524,0.826949987,-0.170671704,-0.942452513,0.585681828,-0.338159458,0.126157989,0.246290156,-0.272586535,0.342636179,0.110451305,0.26610783,-0.095165396,-0.071320602,0.162856073,0.029687739,-0.148200464,-0.098751228,0.110869637,0.24142531,-0.018512184,-0.263334227,-0.152626117,-0.17308644,-0.257752915,0.085996229,0.097272855,0.227587812,0.130752321,0.16627062,-0.119976098,0.199757997,-0.012570666,-0.018722308,0.114893639,-0.123085455,-0.109614737,0.07293749,-0.106478767,-0.015326842,0.013193337
DB00155,2.322154648,-1.287813228,3.61899589,0.672170554,-1.590853923,-0.008886768,-0.0022848,-0.962092541,-0.314124517,-0.568753817,-0.292824465,0.300465535,0.724875593,0.437145557,-0.157270749,-0.080293135,-0.086322672,-0.399633164,-0.142140645,-0.056808858,0.078347163,-0.183290323,0.375603719,-0.044435384,-0.162348648,-0.011397886,-0.260495081,-0.078156186,-0.136318706,-0.105674359,0.087348447,-0.140592671,0.090109454,0.157177017,0.14071201,-0.282811343,-0.156586148,0.094797313,-0.076311247,0.037219154,0.121496399,-0.100946897,-0.082093938,-0.025898338,0.168491751,-0.003234412,-0.044768164,-0.126730152,0.089170845,-0.058276964
DB00156,4.052600325,-1.788230063,3.204084208,-0.654098647,-0.199836215,0.744966023,1.062652251,-0.733179296,0.037058238,-0.019257677,-0.831978541,0.430697334,-0.430928729,0.801477756,-0.158284846,0.175575293,0.534924087,0.250147465,0.26660893,-0.030597562,0.209890061,-0.152831306,0.359908298,-0.18003442,-0.136300001,-0.254200814,0.038216069,-0.053872784,-0.01093684,-0.107963772,0.121489338,-0.049548615,0.188999864,0.017330886,-0.130875862,-0.139636628,-0.088544662,-0.049503482,-0.145687696,0.040191668,0.045829862,-0.149667251,-0.016159668,-0.013157559,0.032080282,0.010110212,0.015573605,-0.054365883,-0.029106173,0.003557209
DB00157,0.466895099,1.380066347,0.112870819,-0.15910765,-1.01608629,1.220661649,-0.475981437,0.953377673,-0.444645551,-0.122800647,0.49002764,-0.244901524,0.834856954,-0.101859043,-0.020025904,0.504134261,0.263053204,0.252340651,0.435724454,-0.07403935,0.016309211,0.261925146,-0.002705703,-0.121193211,0.171620896,-0.170696775,0.130638595,0.020799359,-0.103269956,-0.041157656,-0.086447541,-0.180867546,-0.02581088,-0.154044357,-0.072280953,-0.164701804,0.090931575,-0.163805619,0.090491501,0.205179764,0.000863156,0.071406964,0.026641705,0.218794533,0.009039958,-0.053979906,-0.101319329,-0.083909072,-0.024125703,0.032725705
DB00158,-1.629448153,-1.553298393,0.808298126,0.932394533,-1.02101919,0.835731406,-0.984412251,-0.488388192,-0.790144934,0.105349421,0.107586319,0.493491318,0.484948242,0.076612752,-0.019195798,-0.374071665,-0.27099964,-0.050654895,0.009180912,-0.072795667,-0.031451604,0.047207809,0.069510794,-0.174898808,0.238918439,-0.171520037,-0.284703425,0.2158136,0.001501945,-0.489814655,-0.176764705,-0.225377792,-0.170944382,0.045253971,-0.166784479,-0.15188194,-0.108735413,-0.052048932,0.03207635,0.113088381,0.005976048,0.016447107,0.009753774,-0.16094242,0.043118927,-0.094950113,-0.137953355,-0.037646522,-0.059562021,-0.165708552
DB00159,1.555925849,2.08283253,1.715871471,1.966099539,-0.84609278,-1.014474494,-0.293407332,-0.177101775,0.348550627,0.541798179,0.617205356,-0.113416385,-0.567170542,0.430190983,-0.328450881,0.126446481,0.078890952,-0.156332612,0.200152541,0.012087351,0.144486692,-0.060963018,0.03689574,-0.018155276,-0.037929639,-0.270887377,-0.197486743,0.0168773,0.320246837,-0.119541589,-0.078662704,-0.135110827,-0.057192351,-0.168172389,-0.099674775,0.070194694,0.433323865,0.316714528,0.245554082,-0.135992758,0.181356573,0.031401128,-0.032138282,0.108017539,-0.206758542,-0.127984934,0.156321048,-0.078308008,-0.060391067,0.058955219
DB00160,4.934477688,-1.976099397,2.982178242,-0.74337648,0.03646665,0.44194381,1.063191662,-1.298620129,0.267705894,-0.005732133,-0.795321607,0.165242338,-0.254297864,0.820985528,-0.350313251,0.474877737,0.376890087,0.494279218,0.2188049,-0.046039029,0.228546763,-0.299273123,0.497453878,-0.140509761,-0.047693819,-0.150971713,0.020830215,0.042450311,-0.037787115,-0.096684784,0.025503149,-0.163602965,0.217584307,-0.005154562,-0.077737499,-0.116309323,-0.038601949,-0.036628096,-0.22758803,-0.023134903,0.027344944,-0.131004442,-0.012350074,0.000586652,0.015346445,-0.053433689,-0.031291494,-0.046962628,0.027422963,0.092371532
DB00161,2.340408321,-1.467873055,3.342796415,-0.457309718,0.838882629,0.365903561,0.989568939,-0.826569906,0.028503147,-0.426746952,-0.785009783,0.388786414,-0.313937921,0.890564756,-0.15550331,0.119551651,0.453813311,0.131932411,0.196107242,-0.093202989,0.354684104,-0.123280504,0.404946796,-0.182639965,-0.082572367,-0.182139461,-0.06671129,-0.250021793,-0.32337951,-0.073574531,0.114828019,0.12150807,-0.010051725,-0.119369307,0.015927404,-0.111782235,0.049764363,0.063973762,-0.071267378,0.045737413,-0.058447646,-0.075381545,0.117637361,-0.071252453,0.05431073,0.028627358,0.025206036,-0.036419701,0.03058191,0.022508877
DB00162,-0.655705887,3.118203147,0.766029336,-0.392235447,1.048912865,-0.540843032,0.434857271,0.001606778,0.018570509,0.162879804,-0.371212529,-0.166660999,-0.064572147,0.027212128,-0.540770588,-0.155252857,0.231466036,-0.374912384,-0.164588323,-0.00867043,-0.088845801,0.057246789,-0.141897304,0.410746435,-0.004906693,-0.292972334,-0.158680917,-0.054485484,0.600222498,-0.121759769,0.008760943,-0.134049131,-0.066599147,-0.091476002,-0.047745447,-0.062398105,0.567140579,0.239313924,0.265817727,-0.021075166,0.05515104,-0.030823361,0.047702445,0.024971758,0.051363098,-0.062712537,-0.068531008,0.015166233,0.158736781,0.056752619
DB00163,0.638596696,3.848614969,0.347920006,1.921451608,0.344803949,0.388215935,-0.343427888,0.030595356,0.852033363,-0.034482513,-0.530758476,0.041934525,-0.532564651,-0.112729066,-0.227613574,-0.277285444,0.324473233,-0.35623294,0.031416404,-0.128326793,1.03E-05,-0.245695821,0.154799331,0.249836829,0.12619197,-0.15644447,-0.140332602,0.074104514,0.268345671,0.003935525,0.201948389,0.035181052,-0.039004647,0.202832226,-0.019904751,-0.065067463,0.002443069,0.118437649,-0.036887589,0.010044121,-0.08828174,0.234217677,0.179314158,-0.157912068,0.107182888,0.072416838,-0.161298155,-0.055561504,0.144906891,0.041154284
DB00165,1.208264027,-1.899810959,2.333162851,-0.288634082,-0.241242226,0.173526805,-0.420142319,1.02252481,0.211267144,0.122378959,-0.610751715,-0.394434379,-0.410211705,-0.034746969,0.256375294,-0.044651242,-0.508432345,0.302751908,0.21745541,-0.150671461,-0.005939708,0.092106338,-0.281963138,0.296858676,-0.109642779,-0.161649727,-0.06634724,-0.18668529,0.347188169,0.038027464,0.242359925,-0.218286668,0.055729738,-0.045367895,-0.087469613,-0.117854959,-0.120760696,-0.118574358,0.024633362,-0.010682387,0.087802352,-0.115572086,0.020749983,-0.006688461,0.044696874,-0.044243347,0.052578562,0.035345027,0.188406975,-0.042016118
DB00166,1.217621528,0.245596906,2.505799732,-0.420853691,-1.830091885,-1.017842694,-0.345336509,-0.320279699,-0.016615119,-0.335868081,0.203499804,-0.243909014,-0.34817738,-0.169492002,-0.381953371,0.181746129,-0.086666986,-0.524726089,-0.46308965,0.082183105,-0.075309669,-0.248037694,0.094548227,0.063935608,0.075167143,-0.035052143,-0.498511049,-0.275714451,-0.165082469,-0.204362276,0.241829093,0.197750412,-0.054772808,0.099674077,-0.114301534,0.165359589,0.005254117,-0.011867585,-0.0572444,-0.11279963,0.026153439,-0.007890323,-0.018547344,0.109052066,0.010083741,-0.128972818,0.047338193,-0.062274978,-0.031674002,-0.064569993
DB00167,0.765920822,-1.304715522,3.907374294,-0.142236921,0.502512553,0.028901012,0.809161742,-0.547560546,-0.091931423,-0.634415856,-0.763283049,0.288276632,-0.134111986,0.643451553,-0.035611795,0.133697128,0.229480535,0.035886623,0.168320213,0.011959747,0.615827547,-0.144338972,0.267061913,-0.020398343,-0.186962544,-0.063539426,-0.046848963,-0.168183604,-0.179522806,-0.03400306,-0.073312956,0.079001412,-0.0384671,-0.046341477,-0.017550293,0.065541639,0.077137224,0.059068757,-0.055382716,0.107732441,-0.103888631,0.004318321,0.08583823,-0.062743462,0.116825722,-0.050944067,0.018115641,0.108533426,-0.04465894,0.060922283
DB00168,-3.522675189,-2.225715279,1.542865876,0.86594488,-0.604600088,0.367991193,0.783638416,-0.806098538,-0.18921528,-0.477190609,0.464400365,0.909008318,0.358834359,-0.226047236,0.109369949,0.041894136,-0.246496134,-0.109250934,0.267896501,-0.020162706,0.066777041,-0.125244534,0.066676854,-0.094639647,-0.246210076,0.14537918,-0.000639764,0.079014387,0.065441374,-0.156016898,0.020723324,-0.342678643,-0.043321677,-0.071099414,-0.114045982,-0.065701526,-0.005432708,-0.004903459,0.129329602,0.078881732,-0.040881067,0.087697295,0.004126768,0.02544038,0.002104329,0.092135375,-0.131331995,-0.097937834,0.078213823,-0.015240764
DB00169,-0.922735943,4.828093719,0.316550711,-0.355058685,0.085838147,-0.169269408,0.490362117,0.135728658,0.548522716,0.003227685,-0.614009814,-0.002801741,0.088905887,0.203567525,0.193638796,-0.502453994,-0.213863466,-0.214606109,0.364491375,-0.176578525,-0.16833748,-0.462494603,0.300884232,0.099950324,0.294583485,-0.09830653,-0.288341974,-0.111519208,0.102934674,0.026579351,0.00111105,0.259210755,-0.016362488,-0.072180828,-0.054877473,0.032541124,-0.105155618,0.020569601,0.31639696,-0.194466473,0.083466721,0.158992712,-0.060435902,0.00687323,0.047968729,0.044795852,-0.088594232,-0.070098976,0.133577895,0.243611541
DB00170,-0.264096684,-3.994527815,-0.908682628,-0.654438104,0.825475397,0.457954808,0.142623953,-0.234704758,0.96678235,0.064652304,0.447436407,-0.358559245,-0.522747535,-0.314181575,0.1580304,-0.089314736,-0.122427142,0.19302966,0.265222477,-0.219459607,-0.075310698,0.18417254,0.224988135,-0.238000404,-0.352044531,-0.051833618,0.066926522,0.104406972,0.178039126,-0.087262542,-0.039256816,-0.003735967,0.140429636,0.068286691,-0.030854607,-0.279475143,0.055718878,-0.079050266,-0.045145487,-0.072361047,0.184053467,0.137260538,-0.081502491,-0.04367878,-0.069130769,0.078375218,-0.095709937,-0.068991952,0.069994866,0.023078249
DB00172,3.953170765,-0.146079279,0.94556891,-2.921953327,-1.063762746,-0.292459615,0.225483141,-0.880139649,0.181343032,-0.268602292,-0.314431318,-0.166276209,-0.64567931,-0.199349238,-0.592136577,0.091054587,0.482817806,-0.175365882,-0.475252502,0.247610485,-0.39218678,-0.130483978,-0.016544559,-0.130277726,0.13013639,-0.018742883,-0.449299069,-0.259550435,-0.120021383,-0.267839031,0.050621579,0.052454075,-0.079075024,-0.238572634,0.097970996,0.155060027,0.055134124,-0.074306921,-0.223137155,0.114954292,-0.057992638,-0.304198992,0.053633941,0.041882156,0.00523071,0.042164832,0.026200704,0.050459728,0.128079677,0.0593297
DB00173,6.565233148,-2.398571879,-0.448429662,-0.911104325,0.314607241,0.293407329,-1.042101617,0.066576632,0.95115571,-0.090043258,-0.203485359,-0.094485155,0.88933278,0.249390601,-0.374716974,-0.48010398,0.181965469,0.754926523,0.339790615,-0.160331664,-0.061887104,0.102724685,-0.232828803,-0.199134382,0.477267465,-0.235702172,0.035468433,0.088170858,0.149664216,-0.131115872,0.126903246,-0.259484306,-0.183695313,-0.098215373,0.016282147,-0.004267222,-0.091316363,-0.040113759,0.054164031,-0.008552791,-0.156159597,-0.116169588,0.099794139,0.045536318,0.024691723,0.085430799,-0.06327777,0.099150539,-0.003669446,-0.080268413
DB00174,5.175311843,-1.842456441,3.137406336,-0.360242383,-1.230337707,0.653378638,0.673632345,-1.307266268,-0.128029916,-0.307251093,-0.690582809,0.028201397,0.651847938,0.397554159,-0.488341184,-0.079635581,0.191636006,-0.115354821,-0.014349544,-0.080330126,0.376462082,-0.204186555,0.28270375,-0.018546923,-0.183883398,0.076530666,0.174486952,0.092605322,-0.059096874,-0.182286809,-0.142595803,-0.160849142,-0.024728459,-0.165358708,0.065107693,-0.230439192,0.003843363,0.149711604,-0.277026513,0.084340027,0.076616426,-0.012973066,-0.128411047,-0.131447528,0.212120699,0.00974921,-0.029720592,0.069131347,-0.02052403,0.084172545
DB00175,-2.053450484,3.017308469,1.715453558,1.037016372,-0.214313022,0.747268999,0.321363735,0.286909595,-0.05517004,0.289096016,0.433893151,0.057051969,-0.001870232,-0.237595867,-0.071343509,-0.161715264,0.251027663,0.068931584,0.12108236,0.278835739,-0.049198263,0.045797334,0.264931303,-0.182557624,0.040920419,-0.240133537,-0.005802284,-0.238023678,-0.100896442,0.000259191,0.045927743,0.113416176,-0.07056354,-0.086873757,-0.237853361,0.067117954,-0.12690665,-0.077977691,0.052658508,-0.12033951,-0.059693918,0.137662641,-0.108584076,0.030521863,-0.04180271,0.056485138,-0.00814135,0.025039475,-0.126482096,-0.034181491
DB00176,-1.992024814,-0.772554136,0.956967659,1.612681928,-0.505289001,-0.884377065,-0.750125274,0.08697131,0.558989778,0.298747829,0.426237515,0.299994805,0.457698974,0.269324624,0.034399016,0.427058945,0.023198142,-0.015392423,-0.128407399,0.290024896,0.08101182,-0.098429623,-0.141238368,-0.218229668,-0.028184188,-0.049580119,0.075574969,0.569423053,-0.155508292,0.132084331,0.280273947,0.258816958,0.092965749,0.082152247,-0.297869242,-0.139292947,0.195209462,0.040159881,0.040377814,-0.09385728,0.056260261,-0.101555916,-0.054523797,-0.23277614,-0.064066336,0.056835571,-0.033426737,-0.03274627,-0.072300946,0.018191681
DB00177,-4.543335177,-0.05050907,0.011668981,2.278608162,0.003625431,0.067273321,0.169680094,-0.277439383,-0.334528251,0.252962841,-0.025911364,-0.265484639,-0.074783622,0.054378076,-0.162969313,-0.406157742,0.041542326,0.172342999,0.122398927,-0.005423776,0.111251434,-0.038209212,0.268941159,-0.183391948,0.112446596,-0.17583827,-0.153817821,-0.1194667,-0.072893308,-0.354317958,-0.122885091,0.04131262,0.095114862,-0.001311563,-0.144374482,-0.05038205,0.076039017,-0.177247805,-0.03833527,0.019684184,-0.04513243,0.016755755,0.029648865,0.021402953,0.088342363,0.064598594,-0.044966916,0.205689355,0.035538122,-0.024531994
DB00178,-5.051612252,1.966117464,0.258177747,0.041360082,-0.702281593,-0.096047025,0.75999885,-0.708167207,-0.129250604,-0.186989161,0.529990988,0.556781237,0.120392667,-0.517077682,-0.003660216,-0.102797413,-0.072327113,0.276674825,0.356619028,0.25555673,-0.225812907,-0.017343643,0.24582121,0.011213665,-0.16163765,-0.015934372,-0.05788243,-0.326205511,-0.155377071,-0.133930743,-0.023067031,0.003498461,-0.045892622,-0.155651615,-0.123619576,0.071461175,-0.074833302,0.049168615,0.099521251,0.143810727,-0.095480376,0.11577783,0.19009304,0.145481885,0.144861948,0.190806191,0.001017703,0.079412309,0.163213832,0.022967835
DB00179,-3.747385818,-1.197421965,0.577906762,1.045884051,0.199622114,0.318649319,0.065182506,1.114101063,-0.452150575,0.658672151,-0.513379333,0.57084452,-0.202768814,0.035595034,0.31735339,-0.114054699,0.035999254,0.175085556,-0.157087485,-0.257889029,0.159364328,-0.113552356,0.182306632,-0.019057859,-0.161590268,0.084375792,0.017792806,0.093378615,0.087851478,0.022073935,-0.173181593,0.084377023,-0.131901335,-0.1110815,-0.080191758,-0.111283694,-0.128484777,-0.044584564,0.072975701,0.084323063,-0.112101774,0.051722661,0.121660472,0.216317283,0.090624895,0.207804825,0.093545935,0.023917636,-0.00269712,-0.067461334
